property_type,neighborhood,address,room_num,floor,area,garden_area,days_to_enter,num_of_payments,monthly_arnona,building_tax,total_floors,description,has_parking,has_storage,elevator,ac,handicap,has_bars,has_safe_room,has_balcony,is_furnished,is_renovated,price,num_of_images,distance_from_center
דירה,חוף הצוק,מיכאל נאמן 14,4.5,6,135,0,0,12,1000,2100,12,קוד 7020 להשכרה במגדלי נאמן דירת 4 חדרים שהיו נבמקור 5 חדרים דירה מאוד מרווחת 3 חדרי שינה 2 אמבטיות 3 שרותים קומה גבוהה פונה למזרח צפון מערב שקטה מאוד 2 מרפסות שמש לגינה פנימית 2 חניות מחסן 5 דקות הליכה לים לחוף הצוק ברכה חדר כושר שומר 24/7 דמי ניהול 2.100 שח לחודש ארנונה לחדשיים 2000 שח שכר דירה מבוקש 10.100 שח יודקביץ נכסים חי משה 0524229227,1,1,1,1,0,0,1,1,0,0,10100,6,9236
דירה להשכרה,חוף הצוק,מיכאל נאמן,4,3,140,0,0,12,0,0,13,"דירה במגדל מהמם עם שומר בריכה חדר כושר וסאונה !! מטבח מעוצב אדריכלי !!מרפסת של 150 מ""ר לאירוח ועוד מרפסת מחדר שינה של 20 מ""ר !!",1,1,1,1,1,0,1,1,1,1,3200,0,9208
דירה,נאות אפקה א,קהילת פאדובה,3,8,90,,0,12,600,1400,15,"בפרויקט גולף נאות אפקה בניין חדש  שומר וחדר כושר דירת 3 חדרים 75 + 15 מ""ר מרפסת שמש לדרום מערב. חדר מאסטר הורים ממ""ד וסלון. מחסן וחניה מקורה. פרקטים הכל הדירה תנור וכיריים",1,1,1,1,1,0,1,1,0,1,9500,7,8030
דירה,נאות אפקה א,קהילת פאדובה 4,3.5,2,100,,0,12,1200,357,6,"להשכרה !! מחיר: 8500 ש""ח רחוב: קהילת פאדובה אזור נאות אפקה א' דירה של  3.5  חדרים,כ - 100  מטר,סלון עם מטבח פתוח.יציאה למרפסת שמש של  12 מטר שרותים וקלחות כפולים. בניין חדש,עם קודן. נוף פתוח. חניה פרטית,מעלית,ומחסן. כניסה מידית.",1,0,1,1,0,0,1,1,0,1,8500,4,7940
דירה,נאות אפקה א,בני אפרים 22,5,3,80,,0,12,700,120,3,"דירת 5 חדר (חדר אחד משמש כמחסן כרגע) לאחר שיפוץ+ מזגנים חדשים,שרותים כפולים.",1,0,0,1,0,0,0,0,0,1,7750,0,7376
דירה,פארק צמרת,ניסים אלוני 4,4,7,99,,,12,,2300,44,"דירה שקטה מוארת ומפנקת במגדלי W Prime בפארק צמרת, הכוללים לובי עם שומר 24/7, בריכה וחדר כושר. מיקום מושלם, קרוב לכיכר המדינה, לאיילון, לרכבת ולרכבת הקלה. גני ילדים ובית ספר בשכונה",1,1,1,1,1,0,1,1,0,0,12500,9,3126
דירה,פארק צמרת,ניסים אלוני 21,4,,140,,0,12,,,,"השכרה, דירה, קומה 22, תל אביב יפו קומה גבוהה נוף פתוח דירה בסטנדרט מאוד גבוהה ארונות קיר בכל החדרים  נשארת מרוהטת קומפלט",1,1,1,1,1,0,1,1,1,1,19500,10,3571
דירה,פארק צמרת,ניסים אלוני 17,4.5,3,140,,0,12,,,40,"במגדל מנהטן המבוקש,4.5 חד' (כולל סלון) צפון מערבית, מקסימה ומוארת. במגדל בריכה, חדר כושר, חדר דיירים, שומר בלובי 24/7.  In Manhattan tower, 4.5 rooms (inc. living room),  beautiful and full of light, in the building - pool, gym guard 24/7",1,0,1,1,1,0,1,1,1,1,13600,5,3720
דירה,פארק צמרת,ניסים אלוני,3,0,104,,0,4,,,49,"3 חדרים מושלמת עם סלון מרווח ונוף עוצר נשימה במגדל הכי יפה בתל אביב- מגדל רום אוכלס לפני כשנתיים וממוקם בשכונת פארק צמרת היוקרתית. הפרויקט מציע לדייריו חיי מותרות עם מתחם פרטי בו לובי מפואר הכולל שמירה 24/7, טראקלין עסקים ויצאיה שטח ירוק מרווח עם מיטות שיזוף ופינות רביצה, ובו 2 בריכות, בריכת פעוטות, חדר כושר עצום, סאונות וחדרי טיפולים. ערבויות נדרשות ביקורים בנכס נוחים. בואו לגור בחלום התל אביבי!",1,1,1,1,0,0,1,1,0,1,15000,8,3258
דירה,פארק צמרת,ניסים אלוני 3,3.5,19,133,,,12,,2300,30,"בבלעדיות משרד התיווך! במגדלי הברונזה המבוקשים בפארק צמרת! דירת 3.5 חדרים , 117 מ""ר נטו + מרפסת 16 מ""ר מרפסת. קומה 19 נוף עוצר נשימה לים! 2 סוויטות הורים כל אחת עם שירותים ומקלחת פרטיים, סוויטה אחת גם עם חדר ארונות/ חדר עבודה הדירה מגיעה עם 2 חניות ומחסן. בריכת שחייה חיצונית חצי אולימפית, חדר כושר מאובזר, מתחם ספא הכולל סאונה רטובה, סאונה יבשה, ג'קוזי, חדר טיפולים, שומר 24/7 ועוד",1,1,1,1,1,0,1,1,0,1,13500,7,3166
דירה,פארק צמרת,ניסים אלוני,3,0,96,,,12,,,46,"להשכרה בפארק צמרת ת""א. 3 חדרים . מתוכם חדר מאסטר.  84 מ""ר + 12 מ״ר מרפסת. קומה גבוהה.  פונה למזרח, נוף פתוח אורבני.  חנייה ומחסן. במגדל שירותי שמירה 24/7, חניון, חדר כושר, בריכה, ספא ומועדון דיירים. מרחק הליכה ממוקדי בילוי, קניון G  והרכבת הקלה",1,1,1,1,1,0,1,1,0,1,11500,9,3258
דירה,פארק צמרת,ניסים אלוני 2,3,20,94,,,12,,1800,50,"במגדל רום החדש והמבוקש בשכונת צמרת היוקרתית!  דירת 3 חדרים, 83 מ""ר נטו פלוס מרפסת 11 מ""ר. המטבח מאובזר בכל מוצרי החשמל. בדירה מכונת כביסה, מייבש, ארון בגדים. הדירה מגיעה עם חניה פרטית. במגדל: שומר 24/7, חד""כ מאובזר, מתחם ספא, מועדון דיירים, בריכה חיצונית מערבית חצי אולימפית ועוד",1,0,1,1,1,0,1,1,0,1,11500,7,3075
דירה,פארק צמרת,ניסים אלוני 20,3.5,14,145,,0,12,,,30,"להשכרה במגדלי YOO היוקרתיים מוצעת להשכרה, דירת פרימיום 3.5 חדרים כ130 מטר ומרפסת שמש מפנקת 14 מטר 2 חניות רגילות. בבניין עצמו תוכלו להנות ממגוון שרותים שהמגדל מציע.  שומר 24/7 חדר כושר בריכת שחיה לאונג' לפגישות עסקים. יציאות מהירות לאילון צפון/ודרום  קרוב לכל מה שטוב  כניסה מידית",1,0,1,1,1,0,1,1,1,1,10500,9,3601
דירה,פארק צמרת,ניסים אלוני,4,10,250,,,12,2000,4000,30,"להשכרה בפארק צמרת דירת 4 חדרים מושלמת 150 מ""ר + 100 מ""ר מרפסות  רמה גבוהה  שתי חניות ומחסן בטאבו  כניסה מיידית",1,1,1,1,1,0,1,1,0,1,14500,9,3258
דירה,פארק צמרת,ניסים אלוני 4,3,15,95,,,12,,1800,40,"במגדל W פריים המבוקש בפארק צמרת: דירת 3 חדרים , 83 מ""ר פלוס מרפסת 12 מ""ר ולה נוף פתוח ועוצר נשימה לכיוון מזרח. מעוצבת ומשודרגת אדריכלית, מטבח מאובזר בתנור, כיריים מדיח כלים ומקרר. הדירה מגיעה עם 2 חניות פרטיות ומחסן. במגדל: בריכת שחייה, חדר כושר מאובזר, סאונה יבשה, לובי מעוצב עם שומר 24/7 ועוד",1,1,1,1,1,0,1,1,0,1,9450,6,3126
דירה,פארק צמרת,ניסים אלוני 19,3.5,11,132,,0,12,,3000,30,"במגדלי yoo בשכונת צמרת היוקרתית! דירת 3.5 חדרים מוארת ופתוחה, מרוהטת קומפלט!! 120 מ""ר נטו ומרפסת 12 מ""ר! הדירה מגיעה עם חניה פרטית מקורה. במגדל: שומר 24/7, חד""כ מאובזר,  ספא, בריכה שחייה פעילה כל ימות השנה, מועדון דיירים מפואר",1,0,1,1,1,0,1,1,1,1,11500,3,3586
דירה,פארק צמרת,ניסים אלוני,3.5,0,153,,0,12,,3200,35,נוף מושלם מערבי  דירה יפיפייה  כל הקודם זוכה,1,1,1,1,1,1,1,1,1,1,12000,4,3258
דופלקס,פארק צמרת,ניסים אלוני,3,2,140,,0,12,1000,2409,30,"ופלקס 3 חדרים 120 מ""ר חדרי שינה ענקיים מרווחים בקומת העליונה ..מרפסת גדולה 20 מ""ר קומה נמוכה שקטה מערבית מרפסת מטופחת דירה מרוהטת ושמורה כניסה מיידית . במגדל בריכה חיצונית חדר כושר שומר 24/7 חניות",1,1,1,1,0,0,0,1,1,1,12500,10,3258
דירה,פארק צמרת,ניסים אלוני 2,3,0,94,,,12,,1800,50,"להשכרה בבלעדיות במגדל רום החדש והמבוקש בשכונת צמרת היוקרתית: דירת שלושה חדרים 83 מ""ר נטו + מרפסת 11 מ""ר ולה נוף מערבי עוצר נשימה לים, הדירה מגיעה עם מטבח משודרג עם אי ומוצרי חשמל אינטגראליים, פרקט עץ טבעי בכל הדירה, חניה פרטית מקורה ומחסן. יש ממד בדירה. במגדל: בריכת שחייה חיצונית חצי אולימפית, בריכת שכשוכים, חדר כושר מאובזר, סאונה יבשה ורטובה, שומר 24/7 ועוד",1,1,1,1,1,0,1,1,0,1,12000,8,3075
דירה,הקריה,"איתמר בן אב""י 3",4,2,100,,0,12,1200,300,6,"רח' איתמר בן אב""י, שכונת גני שרונה – מרכז תל אביב https://maps.app.goo.gl/pD7xsvQaMMobAYSY7 בניין חדש לחלוטין. 5 דקות הליכה משד' רוטשילד דירת 4 חדרים - 3 חדרי שינה וסלון קומה2 עם מעלית. חניה תת קרקעית רגילה בטאבו. מחסן כיווני אויר – מערב ודרום יש גם דירת 3 חדרים להשכרה באותו בניין כניסה 1.11.24",1,1,1,1,1,0,1,1,0,1,14500,8,984
דירה,הקריה,קרליבך 2,4,6,122,12,,12,,1300,17,"דירה מדהימה וגדולה בפרויקט גינדי TLV  מתאימה לשותפים 4 חדרי שינה כיוון מערב כניסה 1.8 דמי ניהול 1300 כולל חדר כושר, חניה, מועדון דיירים",1,0,1,1,0,0,1,1,0,0,12500,10,1777
דירה,הקריה,גרציאני יצחק 6,4,15,92,12,,12,,,48,"להשכרה מפרטי  דירת 4 חדרים מקסימה במגדל 2 ב-TLV קומה 15 . כיוון דרום מזרח.  3 חדרי שינה פלוס סלון 2 חדרי שירותים  מקלחת אחת (אמבטיה) שטח הדירה כ-80 מר + מרפסת כ-12 מ""ר. כולל כניסה לחדר כושר מפואר במגדל. דמי ניהול(ועד) כ-1,500 שח בחודש. שכר דירה 10,500 שח בחודש (כולל חניה) כניסה ב-1 באוגוסט 2024",1,0,1,1,1,0,1,1,0,0,10500,6,1683
דירה,הקריה,קפלן 3,4,0,100,,0,12,1600,1300,0,"בשרונה מרקת בקפלן תל אביב  בבניין יפה ויוקרתי עם לובי מפואר.  דירת 4 חדרים, 100 מ""ר עם מרפסות עם הנוף מדהים, פנורמי. קומה גבוהה 12, שלושה כיווני אוור: מזרח, צפון, דרום. יש אפשרות לשתי חניות ומחסן  ועד הבית והחזקה 1300 ש""ח כניסה מיידית. הסכם שכירות רגיל לשנה פלוס אופציה לשנה נוספת.   תנור גריל במרפסת, שואב אבק, שולחן סלון, שידה, ארונות קיר",1,1,1,1,1,0,1,1,0,1,12500,12,1331
דירה,הקריה,דרך מנחם בגין 160,2,20,60,,0,12,250,700,20,"2 חדרים בקומה 35 פונה לים, מקלחת מרווחת כולל מקלחון, חניה תת קרקעית צמודה, קרובה לרכבת השלום, מקום אסטרטגי",1,0,1,1,1,0,0,1,1,1,8000,6,2338
דירה,הקריה,ליאונרדו דה וינצ'י,3,20,70,,0,12,325,1580,40,"דירה מהממת! במגדל לאונרדו דה וינצי היוקרתי, הממוקם במרכז העסקים, התרבות והפנאי של העיר תל אביב. דירת 3 חד"" בת 70 מ""ר + 9 מ""ר מרפסת שמש, משודרגת ברמה הגבוהה ביותר, חניה ומחסן פרטיים. רק 11,500 ש""ח",1,0,1,1,1,0,1,1,1,0,11500,5,1079
דירה,הקריה,דרך מנחם בגין,3,0,15,,0,12,525,1400,46,"לאנשים שרוצים לקום כל בוקר בדירה הכי שווה בפרוייקט ""מגדלי הצעירים"", דירת 4 חדרים שהפכה ל3.  דירה מושקעת ומעוצבת ברמה גבוהה,  עם נוף פנורמי עוצר נשימה, קומה גבוהה המשקיפה לת""א והים  ניתן להשכיר את הדירה עם ריהוט וגם ללא ריהוט המחיר ישתנה בהתאם כמובן.   ריהוט גמיש כגון מוצרי חשמל ברמה גבוהה, ריהוט מהמקומות עיצוב המובילים בארץ וכו?",1,1,1,1,0,0,1,1,1,1,16000,9,1841
דירה,הקריה,גרציאני יצחק,4,0,113,,,12,600,1700,48,"לשכירות - דירת 4 חדרים מדהימה עם נוף פנורמי!  דירה מבוקשת ביותר בדגם של 5 חדרים שהפכה ל-4 חדרים גדולים ומרווחים. הדירה ממוקמת בקומה גבוהה עם נוף מרהיב לכיוון דרום-מערב.  כוללת שתי חניות, מחסן צמוד ומעט מוצרי חשמל שנשארים בדירה.   כניסה נוחה לדירה החל מ-1.7",1,1,1,1,1,0,1,1,0,0,11700,4,1641
דירה,הקריה,גרציאני יצחק,5,0,176,,,12,,,50,"בגינדי תל אביב! מציאת המציאות! נוף מרהיב לים! ברשותינו דירות מ-ו-ש-ל-מ-ו-ת ומאובזרות במטבח יוקרתי וחדר ארונות! אצלנו תמצאו את המבחר הגדול ביותר של דירות מעוצבות בגינדי ת""א והסביבה 2 עד 6 חד' לקניה/להשכרה בהתאמה אישית בבניינים/במגדלים במיקומים ובמחירים הכי שווים + נוף פנורמי לים בשכונות גני שרונה, לב ת""א והסביבה. לתיאום סיור מקיף בנכסים שנותרו התקשרו! ובנוסף תהנו מחדר כושר, בריכה, לאונ'ג עסקים ועוד",1,1,1,1,1,1,1,1,1,1,15900,16,1641
דירה,הקריה,,3,9,72,,,12,515,1450,28,"להשכרה במגדל יוקרה דה וינצ'י   דירת 3 חדרים מקסימה עם מרפסת עם נוף מדהים  קומה גבוהה מגיעה מרוהטת קומפלט ניתן לרכוש את הריהוט בשלמותו ב25,000",1,0,1,1,1,0,1,1,1,1,10200,8,1641
דירה,הקריה,ליאונרדו דה וינצ'י 14,4,,110,,0,12,,,,"מציאת המציאות! דירה מ-ו-ש-ל-מ-ת ומאובזרת במטבח יוקרתי מדיח, כיריים, תנור אינטגרלי וחדר ארונות! ברשותינו מבחר דירות משודרגות ומהממות 2 עד 6 חדרים להשכרה/לקניה במיקומים ובמחירים הכי טובים. לתיאום סיור מקיף ע""י מומחה, התקשרו למומחים. והכל בבניינים חדשים עם בריכה, חדר כושר, שומר 24/7, לובי מפואר, לאונ'ג עסקים, פארק בתי ספר גנים, קניות, הכל קרוב - כל היתרונות. *אפשרי גם ללא ריהוט **התמונות להמחשה בלבד",1,1,1,1,1,1,1,1,1,1,12700,9,956
דירה,הקריה,ליאונרדו דה וינצ'י 12,3,20,76,,,12,,,36,"במגדלי דה וינצ'י היוקרתיים! דירת 3חד' מרווחת - 67 מ""ר בנוי פלוס 9 מ""ר מרפסת שמש - קומה גבוהה עם נוף פתוח! מטבח מאובזר קומפלט -חניה תת קרקעית רגילה ומחסן!. לובי מפואר עם שומר 24/7, חדר כושר ובריכה. צרו קשר לפרטים נוספים ותיאום פגישה",1,1,1,1,1,1,1,1,1,1,10500,8,925
דירה,הקריה,דרך מנחם בגין,3,0,80,,0,12,395,1250,48,"תיווך השכרה, דירה, קומה 31, תל אביב יפו",1,0,1,1,0,0,1,1,0,0,8700,12,1841
דירה,הקריה,גרציאני יצחק,3,0,80,,,12,,1240,48,"להשכרה דירת 3 חדרים בגנדי TLV   12 מטר מרפסת  חניה כפולה תת קרקעית,  נוף מהמם פתוח לעיר, קומה גבוהה 2 חדרי שירותים ומקלחת ארונות בחדרים, תנור וכיריים לרווחת הדיירים חדר כושר ענקי, מועדון דיירים, מועדון ילדים, שירותי לובי ושמירה 24/7 מיקום מעולה מעל קניון TLV בצמוד לרכבת הקלה. הליכה לבימה שרונה ורוטשילד",1,0,1,1,0,0,1,1,0,0,9500,6,1641
דירה,הקריה,ליאונרדו דה וינצ'י 14,4,,140,,0,12,,,,"במגדל חדש והיוקרתי בדה וינצי קומה גבוהה מעל 20 מערבית לים 5 חדרים שהפכו ל 4 חדרים 125 מ""ר בנוי + מרפסת שמש נוף מדהים לים מעוצבת אדריכלית ומרוהטת מלא!! טרם גרו בדירה!!!",1,1,1,1,1,0,1,1,1,1,18500,16,956
דירה,הקריה,,5,14,127,,,12,965,2740,42,"להשכרה דירת 5 חדרים במגדלי דה וינצ'י, תל אביב. 115 מ""ר פלוס 12 מ""ר מרפסת. 2 חניות ומחסן. במגדל שמירה 24/7, חדר כושר ובריכה מרחפת בין המגדלים. מרחק הליכה ממסעדות, בתי קפה ומקומות בילוי",1,0,0,1,0,0,1,1,0,1,13500,7,956
גג/פנטהאוז,הקריה,קלמן מגן 5,4,5,100,77,0,12,1300,1370,20,"בלעדי! מפתח במשרד! דירה מהממת במגדלי שרונה! 3 ח""ש, 100 מ""ר בנוי + 77 מ""ר מרפסות!!! מתוכננת אדריכלית. מאובזרת ומרוהטת חלקית - אפשרות לריהוט מלא. חניה ומחסן! EXCLUSIVE - Sarona , towers! Furnishished 3 br. 100 sqm 77 sqm balconies. Fully furnished possible! parking + a storage!",1,1,1,1,1,1,1,1,1,1,16000,8,5518
גג/פנטהאוז,הקריה,אלוף קלמן מגן 5,4,5,100,80,0,6,1300,1300,20,"דירה מהממת במגדלי שרונה!! מושלמת למשפחה!  3 חדרי שינה (אחד ממ""ד) 100 מ""ר בנוי + כ80 מ""ר מרפסות!! מעוצבת ומשודרגת אדריכלית! מאובזרת. אפשרות למרוהטת מלא! חניה ומחסן! בעל בית מקסים!",1,1,1,1,1,0,1,1,1,1,16000,8,1095
דירה,הקריה,דה וינצ'י לאונרדו 12,4,20,120,12,0,12,1000,1900,20,דירה מפוארת במגדלי דה וינצי המבוקשים! קומה גבוהה!  מעוצבת אדריכלית ומשודרגת! 5 חדרים שהפכו ל 4! בעל בית נוח!,1,1,1,1,1,0,1,1,1,1,15000,3,1079
דירה,הקריה,גרציאני יצחק 8,4,15,102,,,12,,1700,48,"להשכרה במגדלי גינדי TLV המבוקשים בשכונת גני שרונה, דירת 4 חדרים חדשה מקבלן, 90 מטר פלוס 12 מטר מרפסת עם נןף לפארק. רופ טופ יחודי לדיירי הבניין עם חדר כושר המשקיף על כל העיר ובריכה. מושלמת למשפחות ומתאימה לשותפים",1,0,1,1,1,0,1,1,0,0,9400,5,1727
דירה,הקריה,החשמנאים 99,4,20,105,,0,12,1500,1300,20,"מגדלי גינדי  דירה של 4 חדרים,כ - 105 מטר,עם יציאה למרפסת שמש של 12 מטר  נוף פתוח לכל תל אביב  קומה גבוהה  מאובזרת כולל כל מכשירי החשמל במטבח  מכונת כביסה ומייבש  גופי תאורה  (בתוספת תשלום אפשר לקבל מרוהט קומפלט)  חניה תת קרקעית,מעליות,ושומר 24\7.  כניסה מידית.",1,0,1,1,0,0,0,1,0,1,11900,10,1866
דירה,הקריה,החשמנאים 79,4,10,95,,0,12,650,10500,20,רחוב: החשמנאים בגינדי TLV מושלמת ל-3 שותפים זוג ומשפחה בבניינים הנמוכים של גינדי מרוהטת גודל - כ95 מטר + מרפסת שמש כ12 מטר חדרים -4 ממ״ד חיבור למכונת כביסה מיזוג מרכזי חניה תת קרקעית קומה -5 דירה מערבית פונה לקרליבך ועד בית -1050 ₪ ארנונה - 650 ₪ כניסה - 1.11.23,1,0,1,1,0,0,1,1,0,1,10000,2,1086
דירה,הקריה,החשמונאים 96,4,6,88,,0,12,1500,1200,20,"להשכרה !!  מחיר:  10.000 ש""ח  רחוב: החשמנאים מרכז תל אביב דירה של  4 חדרים,כ - 88  מטר,בגינדי tlv - מגדל 3. עם נוף פתוח לבניין. יציאה למרפסת שמש של 12 מטר. אמבטיה ושרותים ביחיד. בניין עם שומר 24\7 - במגדל חדר כושר בריכה מועדון דיירים. חניה תת קרקעית,ומעליות. כניסה מידית.",1,0,1,1,0,0,0,1,0,1,10000,4,1668
דירה,הקריה,אלוף מגן קלמן 3,5,18,140,,,12,1500,1500,20,"רחוב: אלוף קלמן מגן במגדלי שרונה בבניין המערבי. דירת 5 חדרים מקסימה עם נוף לים. חדר שינה מסטר עם מקלחת שירותים ועוד אמבטיה שירותים ועוד שירותי אורחים. חניה, ומעלית,ומחסן.",1,1,1,1,0,0,1,1,0,1,14500,12,1835
דירה,הקריה,אבן גבירול 8,5,3,120,,0,12,1000,300,4,"דירה של  5  חדרים ,כ - 120  מטר, מסודרת מוארת  סלון עם פינת עובדה חלונות כפולים. כל חדר עם מזגן. 3  כוון אויר. מיקום מרכזי,ליד רחוב ארלוזורב. בניין עם קודן. קומה: 4  לא מעלית. כניסה מידית.",0,0,0,1,0,0,0,0,0,1,9999,3,1474
דירה,הקריה,החשמונאים 96,4,10,102,,0,12,1450,1500,18,"בגינדי tlv במגדלים  דירת 4 חד מדהימה מושקעת  קומה גבוהה נוף פתוח לעיר ולים  במקור היתה 5 חד  102 מר + מרפסת 12 מטר.  סלון ופינת אוכל מרווחים  מטבח איכותי עם אי  2 חד רחצה  חניה,מעלית,שומר 24\7.  כניסה מידית.",1,0,1,1,0,0,1,1,0,1,12900,4,1668
דירה,הקריה,החשמונאים 96,3,8,75,,0,12,1000,9000,20,"בגינדי tlv  דירה של  3  חדרים,כ - 75  מטר עם יציאה למרפסת שמש של  7  מטר.  עם 2 חדרי רחצה   נוף פתוח מהמרפסת   מרוהטת מלא   במגדל  חדר כושר  מועדון דיירים יוקרתי  ג'ימבורי לילדים  חניה פרטית תת ק""ק,ומעליות.  בניין עם שומר 24\7  כניסה: 15.2.2022",1,0,1,1,0,0,1,1,0,1,11000,6,1668
דירה,הקריה,אלוף מגן קלמן 7,4,20,98,,0,12,1400,1240,20,"מרכז תל אביב   דירת 4 חדרים 98 מר. מרפסת 12 מטר.  מטבח מאובזר מקרר , תנור , כיריים ומדיח. בנוסף מכונת כביסה ומייבש .  ארון קיר באחד החדרים .  2 חדרי שירותים ו-2 מקלחות .  חניה ומעלית   דמי ניהול 1240 ארנונה  1400 לחודשיים .  כניסה מיידית  לשנתיים",1,0,1,1,0,0,0,1,0,1,12500,4,1631
מרתף/פרטר,הקריה,שפרינצק 9,1,0,20,,,12,,,4,"דירה קטנטונת ונעימה יש חדרון ועוד סלון מטבח ומקלחת שרותים דירה נעימה מוארת בבניין מטופח ,המחיר כולל כל המיסים",0,0,0,1,0,0,0,0,0,0,4100,0,1087
גג/ פנטהאוז,שיכוני חסכון,רבי נחמן מברסלב 6,4.5,3,105,0,0,12,230,300,3,"[<p class=""text-word-break"">4.5 חדרים , 3 חדרי שינה , דירת גג , שופצה לפני שנה , מרחק הליכה מהרכבת החדשה , מרפסת ענקית עם 3 כיווני אויר , חניה פרטית שמורה , מעלית , מקרר חדש , כיריים , תנור</p>]",1,0,1,1,1,0,1,1,0,1,8500,10,6800
דירה,המשתלה,חנה אורלוף 3,3,6,90,0,0,12,625,450,8,"[<p class=""text-word-break"">ללא תיווך ולא למתווכים.
דירת 3 חדרים עם 3 כיווני אוויר מלאים ויש בריזה מדהימה כל השנה, לא צריך בכלל מזגן, 2 חדרי רחצה ומרפסת מרובעת נוחה מאוד. 
חשמל חכם, דוד שמש, חימום תת רצפתי, תריסים חשמליים.
חדר כושר בבניין, צמוד לבתי קפה / סופרמרקטים / בית ספר / גני ילדים / פארק / קאנטרי קלאב ועוד.
שכירות מבוקשת 9,500 ש""ח ללא ריהוט / 10,500 עם ריהוט מלא כולל מכשירי חשמל (למעט טלויזיה). מועד כניסה גמיש מעט</p>, <p class=""text-word-break"">
<span class=""fs--1"">פירוט ריהוט<br/></span>
                מעבר לרילוקיישן, ריהוט מלא כולל מכשירי חשמל (למעט טלויזיה) אופציונלי.
            </p>]",1,0,1,1,1,0,1,1,1,0,9500,8,10700
דירה,צהלון,"ציהתל""י 8",3,3,70,0,0,12,,,4,"[<p class=""text-word-break"">דירה מהממתת מתפנה!!!
דירת 3 חדרים הכוללת ממד ענקי וחדר שינה 
מרפסת עם נוף פתוח בפרויקט מהמם .
חנייה ומחסן צמודים! 
בדירה יש כיריים תנור ומדיח!</p>]",1,0,1,1,1,0,1,1,0,1,7600,3,5900
גג/ פנטהאוז,המשתלה,משה וילנסקי 5,5,3,125,0,0,6,1150,1080,3,"[<p class=""text-word-break"">דירת דופלקס 5 חדרים משופצת עם 3 כיווניי אויר מוארת. 2 מרפסות + גג גדול ומרווח.
הדירה כוללת בריכה וחדר כושר משותפים למתחם הבניינים.
2 חניות רגילות</p>]",1,0,1,1,0,0,1,1,0,1,11800,7,10400
דירה,המשתלה,משה וילנסקי 55,4,2,116,0,0,12,1000,453,3,"[<p class=""text-word-break"">דירת 4 חדרים מעוצבת בבנין חדש ואיכותי בשכונה מעולה. בנין בוטיק באזור הירוק של השכונה ליד בית הספר וגני הילדים.
מטבח מושקע, ארונות קיר, יחידת הורים מפנקת, מיזוג מלא.
ללא תווך!!</p>]",1,1,1,1,0,0,1,1,0,0,11000,7,10900
דירה,דקר,נחל שורק 18,2,4,50,0,0,12,200,,4,"[<p class=""text-word-break"">כל הקודם זוכה: דירת 2 חדרים באזור מנצח ליד שדרות ירושלים. (מרכז יפו) כ - 2 דק' ממחלף וולפסון (רכבת רגילה), 2 דק מהקו האדום של הרכבת הקלה, מרחק הליכה של 12 דק לחוף הים או לשוק הפשפשים. כל הקודם זוכה. רחבת חניה גדולה במתחם!

(התמונות כאן הן לפני השיפוץ) 

הדירה שופצה וצובעה לפני שבוע !!!</p>]",0,0,0,0,0,0,0,0,0,0,4100,4,6900
סטודיו/לופט,רמת הטייסים,אשרמן יוסף 5,1,0,16,30,0,12,,,2,"[<p class=""text-word-break"">לנשים בלבד, מגורים עם אישה עצמאית חדר גדול בבית צמוד קרקע עם גינה. שופץ השבוע, כולל סניטריה חדשה ,טלויזיה(הוט)ומקרר.המחיר כולל מיסים.דקה הליכה מדרך השלום</p>, <p class=""text-word-break"">
<span class=""fs--1"">פירוט ריהוט<br/></span>
                מיטה ומזרן חדשים,שידת כתיבה,טלויזיה(הוט),מקלחון,דוד שמש חדש, שירותים וכיור חדשים.פינת קפה מפנקת,מקרר ומקפיא בחדר
            </p>]",0,0,0,1,0,1,1,0,1,1,2500,6,5900
דירה,רמת אביב,שמעוני 21,3.5,0,85,0,0,12,760,120,3,"[<p class=""text-word-break"">🌿 דירת 3.5 חדרים מהממת ברמת אביב הירוקה - מושלמת לשותפים! 🌿

🏢 פרטי הנכס:
✅ מיקום: רמת אביב הירוקה
✅ חדרים: 3.5 (מושלם ל-3 שותפים)
✅ שכירות חודשית: 8500 ש""ח
✅ מיזוג אוויר, דוד שמש, אזור שקט, קרוב לאוניברסיטת תל אביב, תחבורה ציבורית מצוינת
✅ מרפסת פנימית, מרפסת שירות, מחסן קטן, חלונות עם סורגים ורשתות
✅ חדרי רחצה: 2 שירותים ומקלחת
✅ קומת קרקע
✅ ללא תיווך, כניסה מיידית

לפרטים נוספים נירה - 0528384680.</p>]",0,1,0,1,1,1,1,1,0,1,8500,9,4300
יחידת דיור,רמת החייל,הגולן 128,1.5,1,25,0,0,12,,,1,"[<p class=""text-word-break"">חדר וחצי משופצים.שקט ומואר מאוד מקלחת מדוגמת</p>, <p class=""text-word-break"">
<span class=""fs--1"">פירוט ריהוט<br/></span>
                גמיש, יתכן חלקי
            </p>]",0,0,0,1,0,0,1,0,0,1,4000,2,8300
